Tytuł;Wnioskodawca;Numer;Działy;Hasła;Termin pisma;Termin rozpoczęcia;Termin zakończenia;Status;Przejdź
Projekt rozporządzenia Ministra Rodziny, Pracy i Polityki Społecznej zmieniające rozporządzenie w sprawie ogólnych przepisów bezpieczeństwa i higieny pracy.;Minister Rodziny, Pracy i Polityki Społecznej;36;praca;PRACA;2025-02-19 13:24:01.295;;;;https://legislacja.gov.pl/projekt/12392704
